# ----------------------------------------
# All Mobile App Data
# Top Events
# 20170620-20170710
# ----------------------------------------

Event Label,Customer User Id,Total Events,Unique Events,Event Value,Avg. Value
"Hum Paanch is returning and heres the look at his new cast, see photos",2619648,5,5,0,0.00
Huma Qureshi feels the best scenes in Partition: 1947 was with late actor Om Puri,3505192,5,5,0,0.00
I have the record for the most amount of eulogies in my career,302210,5,5,0,0.00
"I liked Salman Khans Tubelight a lot, watched it one-and-a half times: Shah Rukh Khan",5361257,5,5,0,0.00
"Inside Edge will amplify Indian showbizs global presence, say makers",7056991,5,5,0,0.00
"Inside Edge will amplify Indian showbizs global presence, say makers",7057773,5,5,0,0.00
"International Yoga Day 2017: From Kareena Kapoor to Malaika Arora, Bollywood actors who stay forever young with yoga",3147874,5,5,0,0.00
International Yoga Day 2017: Shilpa Shetty does a real tough asana and were impressed. Watch video,7004851,5,5,0,0.00
"International Yoga Day 2017: Shilpa Shetty is the best mascot for yoga, watch videos",6597567,5,5,0,0.00
"International Yoga Day 2017: Six times Bollywood stars went up against Ramdev. See photos, videos",6740791,5,5,0,0.00
"International Yoga Day 2017: Six times Bollywood stars went up against Ramdev. See photos, videos",7027587,5,5,0,0.00
"Irrfan Khan turns a hipster for his upcoming Hollywood film The Puzzle in New York, see photos",3281282,5,5,0,0.00
"Irrfan Khan turns a hipster for his upcoming Hollywood film The Puzzle in New York, see photos",851284,5,5,0,0.00
Jab Harry Met Sejal actor Shah Rukh Khan adds glamour to wedding of Ravi Shankar Prasads daughter. See photos,7086265,5,5,0,0.00
"Jab Harry Met Sejal song Beech Beech Mein is not a party anthem, Shah Rukh Khan and Anushka Sharma couldve done better",7091841,5,5,0,0.00
Jab Harry Met Sejal song Beech Beech Mein stills are reminding us of Shah Rukh Khans Its The Time to Disco. See photos,6165423,5,5,0,0.00
"Jab Harry Met Sejal song Beech Beech Mein: Shah Rukh Khan, Anushka Sharma will release it by club hopping. Here are all the deets",7081599,5,5,0,0.00
"Jab Harry Met Sejal song Radha making: Anushka Sharma felt like Basanti dancing for Shah Rukh Khan, watch video",7076051,5,5,0,0.00
Jab Harry Met Sejal song writer Irshad Kamil talks about his ninth film with director Imtiaz Ali,5867261,5,5,0,0.00
Jab Harry Met Sejal song writer Irshad Kamil talks about his ninth film with director Imtiaz Ali,7028929,5,5,0,0.00
Jab Harry Met Sejal: Shah Rukh Khan and Anushka Sharma go pub-crawling to launch song Beech Beech Mein. Heres what they did entire night,302210,5,5,0,0.00
Jab Harry Met Sejal: Shah Rukh Khans Radha song to be attached to Salman Khans Tubelight,157882,5,5,0,0.00
Jab Harry Met Sejal: Shah Rukh Khans Radha song to be attached to Salman Khans Tubelight,6165423,5,5,0,0.00
Jab Harry Met Sejal: We dont mind seeing 51-year-old Shah Rukh Khan play a lover boy. Here is why,1129334,5,5,0,0.00
Jab Harry Met Sejal: We dont mind seeing 51-year-old Shah Rukh Khan play a lover boy. Here is why,7070299,5,5,0,0.00
"Jab Harry Met Sejal: Will clear word intercourse if get 1 lakh votes in favour says, CBFC chief Pahlaj Nihalani",2577320,5,5,0,0.00
"Jab Harry Met Sejal: Will clear word intercourse if get 1 lakh votes in favour says, CBFC chief Pahlaj Nihalani",3870972,5,5,0,0.00
Jacqueline Fernandez goes topless flaunting her never-seen-before oomph. See photos,2378132,5,5,0,0.00
Jacqueline Fernandez goes topless flaunting her never-seen-before oomph. See photos,297182,5,5,0,0.00
Jacqueline Fernandez goes topless flaunting her never-seen-before oomph. See photos,3620168,5,5,0,0.00
Jacqueline Fernandez goes topless flaunting her never-seen-before oomph. See photos,5001619,5,5,0,0.00
Jacqueline Fernandez goes topless flaunting her never-seen-before oomph. See photos,544144,5,5,0,0.00
Jacqueline Fernandez goes topless flaunting her never-seen-before oomph. See photos,5735199,5,5,0,0.00
Jacqueline Fernandez on Judwaa 2 recreating two iconic songs from the original: Weve treated them like newborn babies,2378132,5,5,0,0.00
Jagga Jasoos actors Ranbir Kapoor and Katrina Kaif are doing some Galti Se Mistake in the most adorable manner. Watch video,2917722,5,5,0,0.00
"Jagga Jasoos song Phir Wahi: Ranbir Kapoor is thinking of father-son relationship, but are they good memories? Watch video",2777072,5,5,0,0.00
