# ----------------------------------------
# All Mobile App Data
# Top Events
# 20170620-20170710
# ----------------------------------------

Event Label,Customer User Id,Total Events,Unique Events,Event Value,Avg. Value
"Australian cricketers arent asking for anything extra, says Shane Watson amid pay dispute with Cricket Australia",5361257,5,5,0,0.00
Australian Open Final: Kidambi Srikanth has a wall to scale,7044585,5,5,0,0.00
Australian Open: Kidambi Srikanth beats World No. 1 Son Wan Ho for the second time in two weeks,1085358,5,5,0,0.00
Australian Open: Kidambi Srikanth beats World No. 1 Son Wan Ho for the second time in two weeks,1787824,5,5,0,0.00
Australian Open: Kidambi Srikanth beats World No. 1 Son Wan Ho for the second time in two weeks,3848448,5,5,0,0.00
Australian Open: Kidambi Srikanth beats World No. 1 Son Wan Ho for the second time in two weeks,6038619,5,5,0,0.00
Australian team no longer everything for unemployed David Warner,3269178,5,5,0,0.00
"Away from cricket, Stuart Binny enjoys vacation with wife Mayanti Langer, see pic",3269178,5,5,0,0.00
"Away from cricket, Stuart Binny enjoys vacation with wife Mayanti Langer, see pic",6345817,5,5,0,0.00
"Away from cricket, Suresh Raina spends time with wife Priyanka, daughter Gracia in Paris, see pic",6031921,5,5,0,0.00
"Away from cricket, Suresh Raina spends time with wife Priyanka, daughter Gracia in Paris, see pic",6330995,5,5,0,0.00
"Away from cricket, Suresh Raina spends time with wife Priyanka, daughter Gracia in Paris, see pic",7006937,5,5,0,0.00
"Away from Wimbledon 2017, Serena Williams back at the court",3816084,5,5,0,0.00
"Away from Wimbledon 2017, Serena Williams back at the court",6917087,5,5,0,0.00
"Away from Wimbledon 2017, Serena Williams back at the court",7087865,5,5,0,0.00
"Azhar Ali thanks legends Virat Kohli, MS Dhoni and Yuvraj Singh for spending time with his kids",1526142,5,5,0,0.00
"Azhar Ali thanks legends Virat Kohli, MS Dhoni and Yuvraj Singh for spending time with his kids",2099392,5,5,0,0.00
"Azhar Ali thanks legends Virat Kohli, MS Dhoni and Yuvraj Singh for spending time with his kids",7011225,5,5,0,0.00
B Adhiban stars in first win for Indian men in World Teams Chess Championship,7027813,5,5,0,0.00
B-Town joins Super Boxing League,3816084,5,5,0,0.00
"Back among runs, Shikhar Dhawan traces comeback trail",2645148,5,5,0,0.00
"Back among runs, Shikhar Dhawan traces comeback trail",7025367,5,5,0,0.00
"Back among runs, Shikhar Dhawan traces comeback trail",7064839,5,5,0,0.00
"Back among runs, Shikhar Dhawan traces comeback trail",7064871,5,5,0,0.00
"Back from exile, Rod Laver led Wimbledon into brave new world",6632003,5,5,0,0.00
"Bangladesh announce pool of 29 players for Australia, South Africa series",5361257,5,5,0,0.00
"Bangladesh spinner Abdur Razzak suffers car accident, out of danger",2556922,5,5,0,0.00
"Bangladesh spinner Abdur Razzak suffers car accident, out of danger",7029045,5,5,0,0.00
Bangladeshs Rubel Hossain ruled out for a month due to bizarre injury,2378132,5,5,0,0.00
BCCI committee to consider 12-year-one-break tenure for office bearers,5361257,5,5,0,0.00
BCCI gets $112 million sweetener,1153552,5,5,0,0.00
BCCI gets $112 million sweetener,5361257,5,5,0,0.00
BCCI gets $112 million sweetener,7037295,5,5,0,0.00
BCCI non-committal on availability of players for Pakistan vs World XI,1962202,5,5,0,0.00
BCCI non-committal on availability of players for Pakistan vs World XI,7053209,5,5,0,0.00
BCCI SGM to discuss implementation of Lodha Committee recommendations,7044399,5,5,0,0.00
BCCI to get USD 405 million as per ICCs revenue sharing model,5361257,5,5,0,0.00
BCCI to head ICC governance committee,7040295,5,5,0,0.00
BCCI wants ex-players to be India managers,1085358,5,5,0,0.00
"BCCI, TNCA spar over eligibility of outstation players in TNPL",1113006,5,5,0,0.00
"Best to keep Virat Kohli in the loop while appointing India coach, says Sanjay Manjrekar",7068617,5,5,0,0.00
Beyond a boundary,6973931,5,5,0,0.00
"Bishen Singh Bedi feels sorry for Anil Kumble, slams BCCI",5645097,5,5,0,0.00
Board games that people never get bored of in Caribbean,6345817,5,5,0,0.00
Board games that people never get bored of in the Caribbean,2556922,5,5,0,0.00
Caribbean Postcard: Sleepy Aunty-ga remains oblivious to the big Indian stars,7069423,5,5,0,0.00
"Champions Trophy 2017: Pakistan found two heroes in Fakhar Zaman and Mohammad Amir, says Kumar Sangakkara",1992076,5,5,0,0.00
Champions Trophy cash prize being made into an issue for no rhyme or reason: Inzamam ul Haq,2609410,5,5,0,0.00
Champions Trophy cash prize being made into an issue for no rhyme or reason: Inzamam ul Haq,727564,5,5,0,0.00
Champions Trophy win helps Pakistan earn Rs 14 crores; India settle for Rs 7 crores,2246016,5,5,0,0.00
Champions Trophy win helps Pakistan earn Rs 14 crores; India settle for Rs 7 crores,302210,5,5,0,0.00
Chennai franchise named Tamil Thalaivas for Pro Kabaddi League,7028929,5,5,0,0.00
Chennaiyin FC retain Jeje Lalpekhlua and Karanjit Singh,6868405,5,5,0,0.00
Chile crush Portugal on penalties to reach Confederations Cup final,2556922,5,5,0,0.00
Chile feels the fatigue from its all-out play in Confederation Cup,1526142,5,5,0,0.00
Chiles Confederations Cup defeat hints at trouble ahead,7083491,5,5,0,0.00
Chiles relentless style taking toll in Russia,7052617,5,5,0,0.00
China may face sanction after top player no-show,871376,5,5,0,0.00
"Chris Gayle, Kevin Pietersen, Andrew Flintoff come together in charity match",7086221,5,5,0,0.00
"Clock ticking: From lead roles to cameos, MSD-Yuvi star power on wane",2246016,5,5,0,0.00
"Clock ticking: From lead roles to cameos, MSD-Yuvi star power on wane",4989663,5,5,0,0.00
CoA warns states to reform or face wrath of Supreme Court,3673652,5,5,0,0.00
Coach interview on July 10: Sourav Ganguly,1824584,5,5,0,0.00
Coach interview on July 10: Sourav Ganguly,1909846,5,5,0,0.00
"Colombian Sebastian Munoz leads on 61, Davis Love shoots 63 at Greenbrier",5754897,5,5,0,0.00
Commonwealth Chess: Abhijeet Gupta beats Vaibhav Suri to snatch lead,4466554,5,5,0,0.00
Confederations Cup hosts Russia face decisive match against Mexico,2512834,5,5,0,0.00
Confederations Cup: Australia defender Milos Degenek sees magic in ambitious formation,7028929,5,5,0,0.00
Confederations Cup: Cristiano Ronaldo header gives Portugal 1-0 win over hosts Russia,1085358,5,5,0,0.00
Confederations Cup: Germanys rising stars relishing chance to shine,2769716,5,5,0,0.00
"Confederations Cup: Late buses, busy roads disrupt Cameroon team plans in Russia",3848448,5,5,0,0.00
Confederations Cup: Portugal beat Mexico to clinch third place in the tournament,7067545,5,5,0,0.00
Considering launching a mini edition of IPL in Dubai: Rajeev Shukla,5361257,5,5,0,0.00
Considering launching a mini edition of IPL in Dubai: Rajeev Shukla,7068617,5,5,0,0.00
Cricket Australia pay dispute: Why 200 players are now unemployed,3892830,5,5,0,0.00
Cricket Australia pay dispute: Why 200 players are now unemployed,5361257,5,5,0,0.00
Cricket Australia urges ACA to consider their proposal in the best interests of players and game,5645097,5,5,0,0.00
Cricket Australia urges ACA to consider their proposal in the best interests of players and game,7070649,5,5,0,0.00
