# ----------------------------------------
# All Mobile App Data
# Top Events
# 20170601-20170618
# ----------------------------------------

Event Label,Customer User Id,Total Events,Unique Events,Event Value,Avg. Value
"Dangal vs Baahubali 2 box office: Aamir Khan film going strong in China, SS Rajamouli film slows down in 6th week",6922669,5,5,0,0.00
"Dangal vs Baahubali 2 box office: Aamir Khan film going strong in China, SS Rajamouli film slows down in 6th week",6939273,5,5,0,0.00
"Dangal vs Baahubali 2 box office: Aamir Khan film going strong in China, SS Rajamouli film slows down in 6th week",729084,5,5,0,0.00
"Dangal vs Baahubali 2 box office: Baahubali 2 creates more records, becomes the first Hindi film to earn Rs 500 Cr in Hindi",6543659,5,5,0,0.00
"Dangal vs Baahubali 2 box office: Baahubali 2 creates more records, becomes the first Hindi film to earn Rs 500 Cr in Hindi",6912127,5,5,0,0.00
Dangal vs Baahubali 2 box office: Not Aamir Khan but Wonder Woman is the new challenge for SS Rajamouli?,527376,5,5,0,0.00
Dangal vs Baahubali 2 box office: Not Aamir Khan but Wonder Woman is the new challenge for SS Rajamouli?,5594585,5,5,0,0.00
Dangal vs Baahubali 2 box office: Not Aamir Khan but Wonder Woman is the new challenge for SS Rajamouli?,6957797,5,5,0,0.00
Dangal vs Baahubali 2 box office: Not Aamir Khan but Wonder Woman is the new challenge for SS Rajamouli?,6958993,5,5,0,0.00
Dangal vs Baahubali 2 box office: Why SS Rajamouli films race to Rs 2000-crore mark wont be smooth,5594585,5,5,0,0.00
Dangal vs Baahubali 2 box office: Why SS Rajamouli films race to Rs 2000-crore mark wont be smooth,6913811,5,5,0,0.00
Deadpool actor Ryan Reynolds: Im a Game of Thrones nut,544144,5,5,0,0.00
Dear Maya actor Manisha Koirala: Dont shy away from healing,544144,5,5,0,0.00
Dear Maya movie review: It is good to have Manisha Koirala back,5037473,5,5,0,0.00
"Dear Maya: Shah Rukh Khan posts an adorable message for beautiful Manisha Koirala, urges fans to watch her comeback film",6870389,5,5,0,0.00
"Deepika Padukone slammed for sharing a hot photo on social media, she replied by posting another one",2378132,5,5,0,0.00
